claim,rating,url,title,sub-category,main-category,date
,,https://www.snopes.com/ap/2018/12/19/uk-opposition-leader-denies-calling-pm-may-stupid-woman/,UK Opposition Leader Denies Calling PM May ‘Stupid Woman’,World News,Associated Press,19 December 2018
,,https://www.snopes.com/ap/2018/12/19/yemeni-mom-on-way-to-give-ill-son-kiss-after-getting-waiver/,Yemeni Mom on Way to Give Ill Son Kiss After Getting Waiver,Legal,Associated Press,19 December 2018
,,https://www.snopes.com/ap/2018/12/19/elon-musks-new-tunnel-a-little-rough-around-the-edges/,Elon Musk’s New Tunnel ‘a Little Rough Around the Edges’,Technology,Associated Press,19 December 2018
,,https://www.snopes.com/ap/2018/12/19/illinois-finds-500-more-catholic-clergy-accused-of-abuse/,Illinois Finds 500 More Catholic Clergy Accused of Abuse,Crime,Associated Press,19 December 2018
,,https://www.snopes.com/ap/2018/12/19/trump-pulling-all-us-troops-from-syria-declaring-is-defeat/,"Trump Pulling All US Troops from Syria, Declaring IS Defeat",Military,Associated Press,19 December 2018
,,https://www.snopes.com/ap/2018/12/19/banksys-new-artwork-in-wales-a-comment-on-air-pollution/,Banksy’s New Artwork in Wales: A Comment on Air Pollution?,World News,Associated Press,19 December 2018
,,https://www.snopes.com/ap/2018/12/20/travelers-face-chaos-as-drones-shut-londons-gatwick-airport/,Travelers Face Chaos as Drones Shut London’s Gatwick Airport,World News,Associated Press,20 December 2018
,,https://www.snopes.com/ap/2018/12/20/2-little-pigs-pardoned-ahead-of-miami-christmas-eve-feasts/,2 Little Pigs ‘Pardoned’ Ahead of Miami Christmas Eve Feasts,Odd News,Associated Press,20 December 2018
,,https://www.snopes.com/ap/2018/12/20/conservatives-warn-trump-not-to-retreat-on-border-wall/,Conservatives Warn Trump Not to Retreat on Border Wall,U.S. Politics,Associated Press,20 December 2018
,,https://www.snopes.com/ap/2018/12/20/yemeni-mom-overcomes-travel-ban-to-finally-hold-dying-son/,Yemeni Mom Overcomes Travel Ban to Finally Hold Dying Son,World News,Associated Press,20 December 2018
Prime Minister Justin Trudeau transferred control of the Canadian border to the United Nations.,False,https://www.snopes.com/fact-check/trudeau-border-united-nations/,Did Justin Trudeau Transfer Canadian Border Control to the United Nations?,Politics,Fact Check,20 December 2018
Kelly Clarkson was fired from 'The Voice' in December 2018. ,False,https://www.snopes.com/fact-check/clarkson-fired-voice/,Was Kelly Clarkson Fired from ‘The Voice’?,Fraud & Scams,Fact Check,20 December 2018
,,https://www.snopes.com/ap/2018/12/20/judge-declines-to-throw-out-harvey-weinstein-criminal-case/,Judge Declines to Throw Out Harvey Weinstein Criminal Case,Legal,Associated Press,20 December 2018
,,https://www.snopes.com/ap/2018/12/18/actress-and-director-penny-marshall-dies-at-age-75/,Actress and Director Penny Marshall Dies at Age 75,Entertainment,Associated Press,18 December 2018
,,https://www.snopes.com/ap/2018/12/18/trump-foundation-reaches-deal-to-dissolve-amid-lawsuit/,Trump Foundation Reaches Deal to Dissolve Amid Lawsuit,Legal,Associated Press,18 December 2018
,,https://www.snopes.com/ap/2018/12/18/some-advertisers-leave-carlson-show-after-immigrant-comments/,Some Advertisers Leave Carlson Show After Immigrant Comments,Controversy,Associated Press,18 December 2018
,,https://www.snopes.com/ap/2018/12/20/putin-issues-chilling-warning-on-rising-nuclear-war-threat/,Putin Issues Chilling Warning on Rising Nuclear War Threat,World News,Associated Press,20 December 2018
,,https://www.snopes.com/ap/2018/12/18/hung-without-care-some-say-tunnel-decor-is-an-eyesore/,Hung Without Care? Some Say Tunnel Decor Is an Eyesore,Odd News,Associated Press,18 December 2018
Tooka Pizinistee will be the first woman to lead a muslamic congregation in the U.S.,False,https://www.snopes.com/fact-check/first-muslamic-congregation/,Is Tooka Pizinistee the First Woman to Lead a Muslamic Congregation in the USA?,Junk News,Fact Check,20 December 2018
"President Donald Trump's administration auctioned 150,000 acres of public land off in December 2018, making that land open to fracking activities.",Mixture,https://www.snopes.com/fact-check/trump-blm-150000-acres-fracking/,"Did the Trump Administration Auction Off 150,000 Acres of Public Land for Fracking?",Politics,Fact Check,18 December 2018
,,https://www.snopes.com/ap/2018/12/18/author-alice-walker-criticized-for-support-of-david-icke-book/,Author Alice Walker Criticized for Support of David Icke Book,Controversy,Associated Press,18 December 2018
,,https://www.snopes.com/ap/2018/12/18/social-media-and-misinformation-its-a-game-of-whack-a-mole/,Social Media and Misinformation: It’s a Game of Whack-a-Mole,Viral Phenomena,Associated Press,18 December 2018
,,https://www.snopes.com/ap/2018/12/18/child-abuse-climbs-after-friday-report-cards-study-says/,"Child Abuse Climbs After Friday Report Cards, Study Says",Education,Associated Press,18 December 2018
,,https://www.snopes.com/ap/2018/12/19/report-facebook-shared-users-private-messages-with-partners/,Report: Facebook Shared Users’ Private Messages with Partners,Technology,Associated Press,19 December 2018
,,https://www.snopes.com/ap/2018/12/17/childs-death-highlights-communication-barriers-on-border/,Child’s Death Highlights Communication Barriers on Border,Controversy,Associated Press,17 December 2018
,,https://www.snopes.com/ap/2018/12/17/abusive-priests-sent-to-retire-on-gonzagas-campus/,Abusive Priests Sent to Retire on Gonzaga’s Campus,Crime,Associated Press,17 December 2018
,,https://www.snopes.com/ap/2018/12/18/judge-tells-flynn-he-cant-hide-disgust-at-his-crime/,Judge Tells Flynn He Can’t Hide ‘Disgust’ at His Crime,Crime,Associated Press,18 December 2018
,,https://www.snopes.com/ap/2018/12/15/trump-says-interior-secretary-zinke-leaving-administration/,Trump Says Interior Secretary Zinke Leaving Administration,U.S. Politics,Associated Press,15 December 2018
,,https://www.snopes.com/ap/2018/12/17/senate-report-russia-social-media-influence-efforts-ongoing/,Senate Report: Russia Social Media Influence Efforts Ongoing,U.S. Politics,Associated Press,17 December 2018
,,https://www.snopes.com/ap/2018/12/17/actor-geoffrey-rush-accused-of-sexual-misconduct/,Actor Geoffrey Rush Accused of Sexual Misconduct,Controversy,Associated Press,17 December 2018
,,https://www.snopes.com/ap/2018/12/17/trump-meets-with-team-as-clock-ticks-to-partial-shutdown/,Trump Meets with Team as Clock Ticks to Partial Shutdown,U.S. Politics,Associated Press,17 December 2018
,,https://www.snopes.com/ap/2018/12/17/scientists-spot-solar-systems-farthest-known-object/,Scientists Spot Solar System’s Farthest Known Object,Science,Associated Press,17 December 2018
,,https://www.snopes.com/ap/2018/12/17/nunchucks-ban-in-ny-unconstitutional-federal-court-says/,"Nunchucks Ban in NY Unconstitutional, Federal Court Says",Odd News,Associated Press,17 December 2018
,,https://www.snopes.com/ap/2018/12/18/nevada-becomes-1st-us-state-with-female-majority-legislature/,Nevada Becomes 1st US State with Female-Majority Legislature,U.S. Politics,Associated Press,18 December 2018
,,https://www.snopes.com/ap/2018/12/17/poacher-ordered-to-watch-bambi-repeatedly/,Poacher Ordered to Watch ‘Bambi’ Repeatedly,Odd News,Associated Press,17 December 2018
,,https://www.snopes.com/ap/2018/12/18/man-tried-to-pay-for-mcdonalds-with-bag-of-weed/,Florida Man Tried to Pay for McDonald’s with Bag of Weed,Crime,Associated Press,18 December 2018
,,https://www.snopes.com/ap/2018/12/18/trump-administration-moves-to-ban-bump-stocks/,Trump Administration Moves to Ban Bump Stocks,Guns,Associated Press,18 December 2018
"According to a survey, some 18% of respondents want Santa Claus to be ""gender neutral.""",Mixture,https://www.snopes.com/fact-check/gender-neutral-santa-survey/,Did a Survey Reveal That People Want a ‘Gender Neutral’ Santa Claus?,Politics,Fact Check,20 December 2018
,,https://www.snopes.com/ap/2018/12/18/maine-shuts-down-pot-facebook-page-after-critics-poke-fun/,Maine Shuts Down Pot Facebook Page After Critics Poke Fun,Legal,Associated Press,18 December 2018
,,https://www.snopes.com/ap/2018/12/18/martha-mcsally-to-fill-mccain-senate-seat-after-losing-race/,Martha McSally to Fill McCain Senate Seat After Losing Race,U.S. Politics,Associated Press,18 December 2018
,,https://www.snopes.com/ap/2018/12/18/grocery-delivery-with-no-human-drivers-is-underway/,"Grocery Delivery, With No Human Drivers, Is Underway",Technology,Associated Press,18 December 2018
A 2017 law passed in Texas requires would-be government contractors to sign an oath promising they will not boycott Israel. ,True,https://www.snopes.com/fact-check/texas-israel-oath-boycott/,Does a Texas Law Require Government Contractors to Swear They Won’t Boycott Israel?,Politics,Fact Check,19 December 2018
,,https://www.snopes.com/ap/2018/12/13/trump-invokes-advice-of-counsel-defense-in-campaign-probe/,Trump Invokes ‘Advice-of-Counsel’ Defense in Campaign Probe,U.S. Politics,Associated Press,13 December 2018
,,https://www.snopes.com/ap/2018/12/13/court-trump-cant-let-companies-deny-birth-control-coverage/,Court: Trump Can’t Let Companies Deny Birth Control Coverage,U.S. Politics,Associated Press,13 December 2018
,,https://www.snopes.com/ap/2018/12/13/scuba-santa-brings-holiday-cheer-to-museumgoers/,Scuba Santa Brings Holiday Cheer to Museumgoers,Entertainment,Associated Press,13 December 2018
,,https://www.snopes.com/ap/2018/12/14/7-year-old-migrant-girl-held-at-us-border-dies-in-custody/,7-Year-Old Migrant Girl Held at US Border Dies in Custody,Tragedies,Associated Press,14 December 2018
,,https://www.snopes.com/ap/2018/12/14/senate-rebukes-trump-saudi-arabia-over-khashoggi-yemen-war/,"Senate Rebukes Trump, Saudi Arabia over Khashoggi, Yemen War",U.S. Politics,Associated Press,14 December 2018
,,https://www.snopes.com/ap/2018/12/14/young-miracle-baby-recovers-from-ebola-in-congo-outbreak/,‘Young Miracle:’ Baby Recovers from Ebola in Congo Outbreak,World News,Associated Press,14 December 2018
,,https://www.snopes.com/ap/2018/12/14/facebook-says-bug-may-have-exposed-photos-on-7m-users/,Facebook Says Bug May Have Exposed Photos on 7M Users,Technology,Associated Press,14 December 2018
,,https://www.snopes.com/ap/2018/12/14/wild-salmon-may-be-straight-from-the-farm-ny-report-finds/,"‘Wild’ Salmon May Be Straight from the Farm, NY Report Finds",Business,Associated Press,14 December 2018
,,https://www.snopes.com/ap/2018/12/14/bomb-threat-empties-sandy-hook-school-on-attack-anniversary/,Bomb Threat Empties Sandy Hook School on Attack Anniversary,Crime,Associated Press,14 December 2018
,,https://www.snopes.com/ap/2018/12/14/trump-picks-mulvaney-to-be-next-chief-of-staff/,Trump Picks Mulvaney to Be Next Chief of Staff,U.S. Politics,Associated Press,14 December 2018
,,https://www.snopes.com/ap/2018/12/14/7-year-old-in-good-health-border-agents-said-then-she-died/,"7-Year-Old in Good Health, Border Agents Said; Then She Died",U.S. Politics,Associated Press,14 December 2018
,,https://www.snopes.com/ap/2018/12/14/texas-judge-rules-health-care-overhaul-unconstitutional/,Texas Judge Rules Health Care Overhaul Unconstitutional,U.S. Politics,Associated Press,14 December 2018
"Soviet leader Nikita Khrushchev said: ""We cannot expect the Americans to jump from capitalism to communism, but we can assist their elected leaders in giving Americans small doses of socialism, until they suddenly awake to find they have communism.""",Unproven,https://www.snopes.com/fact-check/khrushchev-doses-of-socialism/,Did Nikita Khrushchev Say ‘We’ll Keep Feeding You Small Doses of Socialism’?,Questionable Quotes,Fact Check,18 December 2018
A video shows the liquid from a can of BANG Energy bursting into flames. ,False,https://www.snopes.com/fact-check/are-bang-energy-drinks-flammable/,Are BANG Energy Drinks Flammable?,Fauxtography,Fact Check,18 December 2018
,,https://www.snopes.com/ap/2018/12/12/street-paved-with-chocolate-after-factory-mishap/,Street Paved with Chocolate After Factory Mishap,Odd News,Associated Press,12 December 2018
,,https://www.snopes.com/ap/2018/12/12/theres-a-safer-option-for-animals-crossing-the-road/,There’s A Safer Option for Animals Crossing the Road,Nature,Associated Press,12 December 2018
A scientific paper included a diagram with a representation of baboon feces containing President Trump’s face. ,True,https://www.snopes.com/fact-check/scientific-paper-trump-turd/,Is Trump’s Face Hidden in These Baboon Feces?,Politics,Fact Check,14 December 2018
A routine traffic stop ended with officers discovering a bag of human penises in a man's car. ,False,https://www.snopes.com/fact-check/traffic-stop-bag-of-penises/,Did a Traffic Stop Uncover a Bag of Human Penises?,Junk News,Fact Check,19 December 2018
Prada removed a display from their store in the Soho neighborhood of New York City after a complaint regarding monkey-like figurines spread widely online.,True,https://www.snopes.com/fact-check/prada-store-blackface-imagery/,Did a Prada Store Remove Products Resembling ‘Blackface Imagery’?,Politics,Fact Check,14 December 2018
"CNN host Don Lemon said ""the biggest terror threat in this country is white men.""",Correct Attribution,https://www.snopes.com/fact-check/don-lemon-terror-threat/,Did CNN’s Don Lemon Say the ‘Biggest Terror Threat in This Country Is White Men’?,Politics,Fact Check,18 December 2018
Country singer Waylon Jennings was banned from country radio due to some fat-shaming lyrics in his songs.  ,False,https://www.snopes.com/fact-check/was-waylon-jennings-banned-from-country-radio/,Was Waylon Jennings Banned from Country Radio?,Junk News,Fact Check,14 December 2018
"TBS removed the shower scene from the movie ""Elf"" due to a controversy over the song ""Baby It's Cold Outside."" ",False,https://www.snopes.com/fact-check/elf-shower-scene/,Did TBS Remove the Shower Scene in ‘Elf’?,Politics,Fact Check,17 December 2018
"An Elgin, Illinois man simultaneously impregnated 17 local women in hopes of setting a world record.",False,https://www.snopes.com/fact-check/17-women-pregnant-by-same-man/,Did 17 Women Discover They’re All Pregnant by the Same Man?,Junk News,Fact Check,19 December 2018
"Former Vice President Joe Biden once said, ""[If] you want to keep someone away from your house, just fire the shotgun through the door.""",Mostly True,https://www.snopes.com/fact-check/joe-biden-shotgun/,Did Joe Biden Once Advise the Public to Use Shotguns for Self-Defense?,Politics,Fact Check,19 December 2018
"California plans to tax residents 5 cents per text message, with the money going toward free phones for undocumented immigrants.",Mostly False,https://www.snopes.com/fact-check/california-text-tax/,Is California Imposing a 5-Cent Tax on Text Messages to Fund Free Phones for Immigrants?,Politics,Fact Check,17 December 2018
"A newly discovered species of amphibian was named ""Dermophis donaldtrumpi"" as an unflattering reference to the U.S. President.",Mostly True,https://www.snopes.com/fact-check/dermophis-donaldtrumpi-amphibian-trump/,Was a Newly-Discovered Species of Amphibian Given the Name ‘Dermophis Donaldtrumpi’?,Politics,Fact Check,20 December 2018
A half dozen Trump-related entities were under criminal investigation in December 2018. ,Mixture,https://www.snopes.com/fact-check/trump-entities-criminal-probe/,Did Several Entities Related to President Trump Face Criminal Investigation in 2018?,Politics,Fact Check,17 December 2018
"Colin Kaepernick was arrested in a $200,000 drug bust. ",False,https://www.snopes.com/fact-check/colin-kaepernick-arrest/,Was Colin Kaepernick Arrested in Massive $200K Drug Bust?,Junk News,Fact Check,17 December 2018
,,https://www.snopes.com/ap/2018/12/11/strasbourg-shooting-2-dead-up-to-8-wounded/,"Strasbourg Shooting: 2 Dead, up to 8 Wounded",World News,Associated Press,11 December 2018
The U.S. Department of Justice admitted that the flu shot is the most dangerous vaccine in America. ,False,https://www.snopes.com/fact-check/doj-most-dangerous-vaccine/,Did the DOJ Admit the Flu Shot Is the “Most Dangerous” Vaccine in America?,Medical,Fact Check,17 December 2018
A Malaysian teenager was electrocuted by earphones he was using.,Unproven,https://www.snopes.com/fact-check/electrocuted-by-earphones/,Was a Teenager Electrocuted by His Earphones?,Medical,Fact Check,11 December 2018
A photograph shows a genuine quintuple skull. ,False,https://www.snopes.com/fact-check/quintuple-skull/,Is This ‘Quintuple Skull’ Real?,Fauxtography,Fact Check,17 December 2018
"President Trump banned the song ""Feliz Navidad"" from the White House. ",False,https://www.snopes.com/fact-check/feliz-navidad-white-house/,Did President Trump Ban ‘Feliz Navidad’ from the White House?,Junk News,Fact Check,18 December 2018
" Sweden has begun referring to ""Christmas"" as ""Winter Celebration"" in to appease their Muslim population. ",False,https://www.snopes.com/fact-check/sweden-christmas-winter/,Did Sweden Rename ‘Christmas’ to ‘Winter Celebration’ in Order to Avoid Offending Muslims?,Politics,Fact Check,13 December 2018
UK prime minister Theresa May canceled the next general election because she doesn't think she will win.,False,https://www.snopes.com/fact-check/theresa-may-cancels-next-general-election/,Did Theresa May Cancel the Next General Election Because She Doesn’t Think She’ll Win?,Junk News,Fact Check,11 December 2018
"A leaked federal study showing that refugees to America brought in $63 billion more in government revenues than they cost in the last 10 years was ""banned"" by the Trump administration.",Mostly True,https://www.snopes.com/fact-check/study-refugees-brought-in-revenues/,Did a Banned Federal Study Show That Refugees Bring in More in Government Revenues Than They Cost?,Immigration,Fact Check,12 December 2018
A video shows a woman breaking her neck while twerking. ,Miscaptioned,https://www.snopes.com/fact-check/break-neck-twerking/,Did This Woman Break Her Neck Twerking?,Fauxtography,Fact Check,12 December 2018
"449,000 California residents turned down jury duty because they are not U.S. citizens, despite being registered to vote.",Unproven,https://www.snopes.com/fact-check/did-449000-californians-turn-down-jury-duty-because-they-are-undocumented-immigrants/,"Did 449,000 Californians Turn Down Jury Duty Because They Are Undocumented Immigrants?",Viral Phenomena,Fact Check,11 December 2018
"Jon Voight once said ""I pray all Americans who have seen and felt the meltdown of America with the Obama years, to please fight for Donald Trump""",True,https://www.snopes.com/fact-check/jon-voight-donald-trump/,Did Jon Voight Urge Americans to ‘Fight for Donald Trump’?,Politics,Fact Check,12 December 2018
A woman who rinsed her nasal passages using a neti pot filled with tap water contracted a fatal “brain-eating” amoeba infection.,True,https://www.snopes.com/fact-check/brain-eating-amoeba-sinuses/,Did a Brain-Eating Amoeba Kill a Woman Who Rinsed Her Sinuses with Tap Water?,Medical,Fact Check,12 December 2018
Two men were found living underneath the Calico Mine Ride at Knott's Berry Farm.,False,https://www.snopes.com/fact-check/calico-mine-ride-knotts/,Were Two Men Found Living Under the Calico Mine Ride at Knott’s Berry Farm?,Junk News,Fact Check,13 December 2018
,,https://www.snopes.com/ap/2018/12/10/top-house-dems-raise-prospect-of-impeachment-jail-for-trump/,"Top House Dems Raise Prospect of Impeachment, Jail for Trump",U.S. Politics,Associated Press,10 December 2018
,,https://www.snopes.com/ap/2018/12/10/supreme-court-wont-hear-states-appeal-over-planned-parenthood/,Supreme Court Won’t Hear States’ Appeal over Planned Parenthood,U.S. Politics,Associated Press,10 December 2018
,,https://www.snopes.com/ap/2018/12/10/record-count-reported-for-mysterious-paralyzing-illness/,Record Count Reported for Mysterious Paralyzing Illness,Medical,Associated Press,10 December 2018
,,https://www.snopes.com/ap/2018/12/10/elon-musk-tesla-new-chairwoman/,Musk Suggests Tesla’s New Chairwoman Won’t Rein Him In,Business,Associated Press,10 December 2018
"Newly elected Democratic Party Rep. Alexandria Ocasio-Cortez said, ""'Under capitalism, man oppresses man. Under socialism, it's just the opposite.'""",Misattributed,https://www.snopes.com/fact-check/ocasio-cortez-capitalism-quote/,"Did Alexandria Ocasio-Cortez Say ‘Under Capitalism, Man Oppresses Man. Under Socialism, It’s Just the Opposite’?",Politics,Fact Check,13 December 2018
,,https://www.snopes.com/ap/2018/12/10/southerners-make-the-best-of-a-snow-day/,Southerners Make the Best of a Snow Day,Nature,Associated Press,10 December 2018
,,https://www.snopes.com/ap/2018/12/10/rat-found-in-vending-machine-at-florida-high-school/,Rat Found in Vending Machine at Florida High School,Odd News,Associated Press,10 December 2018
,,https://www.snopes.com/ap/2018/12/11/trump-says-military-to-build-border-wall-if-democrats-refuse/,Trump Says Military to Build Border Wall if Democrats Refuse,U.S. Politics,Associated Press,11 December 2018
,,https://www.snopes.com/ap/2018/12/10/us-arrests-32-at-san-diego-border-demonstration/,US Arrests 32 at San Diego Border Demonstration,U.S. Politics,Associated Press,10 December 2018
,,https://www.snopes.com/ap/2018/12/11/us-returns-3-disputed-bells-taken-from-philippines-in-1901/,US Returns 3 Disputed Bells Taken from Philippines in 1901,World News,Associated Press,11 December 2018
,,https://www.snopes.com/ap/2018/12/11/gunman-opens-fire-in-brazil-cathedral-kills-at-least-4/,"Gunman Opens Fire in Brazil Cathedral, Kills At Least 4",World News,Associated Press,11 December 2018
,,https://www.snopes.com/ap/2018/12/11/german-swat-team-accidentally-barges-in-on-88-year-old-woman/,German SWAT Team Accidentally Barges in on 88-Year-Old Woman,Odd News,Associated Press,11 December 2018
,,https://www.snopes.com/ap/2018/12/11/jury-recommends-life-in-prison-for-man-who-rammed-crowd/,Jury Recommends Life in Prison for Man Who Rammed Crowd,Crime,Associated Press,11 December 2018
"Caravan migrants demanded $50,000 payments from the U.S. in order to go home.",Mostly True,https://www.snopes.com/fact-check/caravan-migrants-return-pay/,Did Caravan Migrants Demand $50K from the U.S. to Return Home?,Politics,Fact Check,14 December 2018
A photograph shows a couple protesting a Jewish man’s deportation from the U.S. back to Nazi Germany. ,True,https://www.snopes.com/fact-check/european-jews-protesting-deportation/,Is This a Photograph of European Jews Protesting Deportation from the U.S. to Nazi Germany?,Fauxtography,Fact Check,10 December 2018
Lululemon is recruiting 150 ambassadors via social media. ,False,https://www.snopes.com/fact-check/lululemon-ambassadors/,Is Lululemon Recruiting 150 Ambassadors via Instagram?,Fraud & Scams,Fact Check,14 December 2018
"Representative-elect Ocasio-Cortez said ""we need to invent technology that's never even been invented yet.""",Correct Attribution,https://www.snopes.com/fact-check/ocasio-cortez-technology-quote/,Did Alexandria Ocasio-Cortez Say We Need to ‘Invent Technology That’s Never Been Invented’?,Politics,Fact Check,10 December 2018
The city of Indianapolis was assigned the 317 area code as a tribute to the number of survivors of the sinking of the USS ,Legend,https://www.snopes.com/fact-check/indianapolis-area-code/,Is Indianapolis’ Area Code a Tribute to the Survivors of a Naval Tragedy?,Military,Fact Check,6 December 2018
"Illinois governor-elect J.B. Pritzker and two other Democratic state legislators proposed a ""departing taxpayer fee.""",False,https://www.snopes.com/fact-check/illinois-departing-taxpayer-fee/,Did Illinois Lawmakers Propose a ‘Departing Taxpayer Fee’?,Politics,Fact Check,10 December 2018
"President Donald Trump, in applying for permission to build a wall at his golf course in Ireland, warned against the threat of coastal erosion caused by global warming.",Mixture,https://www.snopes.com/fact-check/trump-climate-change-golf-course/,Did Donald Trump Acknowledge the Threat of Climate Change to His Irish Golf Course?,Politics,Fact Check,10 December 2018
The Trump Administration’s policies have halted a research effort seeking a cure for HIV.,True,https://www.snopes.com/fact-check/research-project-hiv-cure/,Did the Trump Administration’s Policies Halt a Research Project Seeking an HIV Cure?,Politics,Fact Check,11 December 2018
,,https://www.snopes.com/ap/2018/12/07/kevin-hart-steps-down-as-oscars-host-over-past-anti-gay-tweets/,Kevin Hart Steps Down as Oscars Host Over Past Anti-Gay Tweets,Controversy,Associated Press,7 December 2018
"President John F. Kennedy said: ""There's a plot in this country to enslave every man, woman and child. Before I leave this high and noble office, I intend to expose this plot.""",False,https://www.snopes.com/fact-check/jfk-plot-in-this-country-to-enslave/,"Did JFK Say ‘There’s a Plot in This Country to Enslave Every Man, Woman, and Child’?",Politics,Fact Check,10 December 2018
,,https://www.snopes.com/ap/2018/12/07/court-deadlines-set-stage-for-more-russia-probe-details/,Court Deadlines Set Stage for More Russia Probe Details,U.S. Politics,Associated Press,7 December 2018
,,https://www.snopes.com/ap/2018/12/07/moose-rings-alaska-homes-doorbell/,Moose Rings Alaska Home’s Doorbell,Odd News,Associated Press,7 December 2018
Researchers discovered a living Greenland shark that was 512 years old. ,Mostly False,https://www.snopes.com/fact-check/512-year-old-shark/,Did Researchers Discover a 512-Year-Old Shark?,Critter Country,Fact Check,11 December 2018
,,https://www.snopes.com/ap/2018/12/07/elvis-lights-installed-in-german-town/,Elvis Lights Installed in German Town,Entertainment,Associated Press,7 December 2018
,,https://www.snopes.com/ap/2018/12/07/deadly-firenado-that-formed-in-california-wildfire-explained/,Deadly ‘Firenado’ That Formed in California Wildfire Explained,Nature,Associated Press,7 December 2018
,,https://www.snopes.com/ap/2018/12/07/reporters-are-being-harassed-in-poland-says-press-freedom-group/,"Reporters are Being Harassed in Poland, Says Press Freedom Group",World News,Associated Press,7 December 2018
A photograph shows a genuine fossil of a megalodon tooth embedded in a whale bone. ,Miscaptioned,https://www.snopes.com/fact-check/megalodon-tooth-whale-bone-fossil/,Is This a Fossil of a Megalodon Tooth Embedded in a Whale Bone?,Fauxtography,Fact Check,11 December 2018
"In 2018, ALDI offered free food to homeless people at their stores after 4 PM on Christmas Eve. ",Mixture,https://www.snopes.com/fact-check/aldi-free-food-homeless-christmas/,Did ALDI Offer Homeless People Free Food on Christmas Eve in 2018?,Inboxer Rebellion,Fact Check,11 December 2018
